window_id,leg_id,shipment_id,container_id,product_id,window_start,window_end,avg_temp_c,max_temp_c,min_temp_c,temp_slope_c_per_hr,humidity_avg_pct,shock_count,door_open_count,minutes_outside_range,current_delay_min,battery_avg_pct,transit_phase,target_spoilage_risk_6h
W00023,L0001,S001,C330,P02,2026-04-02 03:47,2026-04-02 04:12,4.688,4.709,4.666,0.0086,55.04,0,0,0,1.4,89.7,loading_zone,0
W00024,L0001,S001,C330,P02,2026-04-02 04:17,2026-04-02 04:42,4.671,4.708,4.629,-0.0117,54.88,0,0,0,2.6,89.61,loading_zone,0
W00025,L0001,S001,C330,P02,2026-04-02 04:47,2026-04-02 05:12,4.776,4.895,4.655,0.6209,54.84,0,0,0,2.6,89.51,loading_zone,0
W00026,L0001,S001,C330,P02,2026-04-02 05:17,2026-04-02 05:42,4.946,4.993,4.869,-0.144,54.88,0,0,0,1.6,89.4,loading_zone,0
W00027,L0001,S001,C330,P02,2026-04-02 05:47,2026-04-02 06:12,4.845,4.95,4.776,-0.2277,55.06,0,0,0,1.1,89.29,loading_zone,0
W00028,L0001,S001,C330,P02,2026-04-02 06:17,2026-04-02 06:42,4.839,4.905,4.76,0.156,53.93,0,0,0,1.5,89.17,loading_zone,0
W00029,L0001,S001,C330,P02,2026-04-02 06:47,2026-04-02 07:12,4.802,4.839,4.735,-0.1491,54.01,0,0,0,0.8,89.08,loading_zone,0
W00030,L0001,S001,C330,P02,2026-04-02 07:17,2026-04-02 07:42,4.711,4.799,4.647,0.0878,56.4,0,0,0,0.4,88.98,loading_zone,0
W00031,L0001,S001,C330,P02,2026-04-02 07:47,2026-04-02 08:12,4.835,4.971,4.654,0.7827,55.2,0,0,0,0,88.9,loading_zone,0
W00032,L0001,S001,C330,P02,2026-04-02 08:17,2026-04-02 08:42,4.941,4.992,4.839,0.2119,55.24,0,0,0,0,88.8,loading_zone,0
W00033,L0001,S001,C330,P02,2026-04-02 08:47,2026-04-02 09:12,4.914,4.991,4.872,-0.1402,54.72,0,0,0,1.1,88.69,loading_zone,0
W00034,L0001,S001,C330,P02,2026-04-02 09:17,2026-04-02 09:42,4.829,4.919,4.739,-0.2198,54.45,0,0,0,0.9,88.58,loading_zone,0
W00035,L0001,S001,C330,P02,2026-04-02 09:47,2026-04-02 10:12,4.787,4.895,4.669,-0.3014,53.73,0,0,0,1.0,88.48,loading_zone,0
W00036,L0001,S001,C330,P02,2026-04-02 10:17,2026-04-02 10:42,4.817,4.885,4.706,-0.2496,55.24,0,0,0,1.1,88.4,loading_zone,0
W00037,L0001,S001,C330,P02,2026-04-02 10:47,2026-04-02 11:12,4.734,4.813,4.641,0.4502,53.96,0,0,0,1.4,88.31,loading_zone,0
W00038,L0001,S001,C330,P02,2026-04-02 11:17,2026-04-02 11:42,4.584,4.679,4.486,-0.1255,56.98,0,0,0,0.6,88.23,loading_zone,0
W00039,L0001,S001,C330,P02,2026-04-02 11:47,2026-04-02 12:12,4.606,4.685,4.547,-0.2458,55.68,0,0,0,0,88.14,loading_zone,0
W00040,L0001,S001,C330,P02,2026-04-02 12:17,2026-04-02 12:42,4.405,4.536,4.312,-0.624,52.71,0,0,0,0.5,88.02,loading_zone,0
W00041,L0001,S001,C330,P02,2026-04-02 12:47,2026-04-02 13:12,4.36,4.414,4.271,-0.1978,56.43,0,0,0,0,87.92,loading_zone,0
W00042,L0001,S001,C330,P02,2026-04-02 13:17,2026-04-02 13:42,4.334,4.386,4.267,0.2013,56.03,0,0,0,0.1,87.83,loading_zone,0
W00043,L0001,S001,C330,P02,2026-04-02 13:47,2026-04-02 14:12,4.222,4.346,4.149,-0.1989,56.07,0,0,0,0.4,87.74,loading_zone,0
W00044,L0001,S001,C330,P02,2026-04-02 14:17,2026-04-02 14:42,4.28,4.338,4.169,0.3051,55.19,0,0,0,0.1,87.65,loading_zone,0
W00045,L0001,S001,C330,P02,2026-04-02 14:47,2026-04-02 15:12,4.508,4.605,4.378,0.432,55.55,0,0,0,0,87.56,loading_zone,0
W00046,L0001,S001,C330,P02,2026-04-02 15:17,2026-04-02 15:42,4.582,4.606,4.548,0.155,54.06,0,0,0,0.4,87.46,loading_zone,0
W00047,L0001,S001,C330,P02,2026-04-02 15:47,2026-04-02 16:12,4.514,4.563,4.422,-0.0453,52.98,0,0,0,0.1,87.37,loading_zone,0
W00048,L0001,S001,C330,P02,2026-04-02 16:17,2026-04-02 16:42,4.5,4.551,4.45,-0.0237,55.28,0,0,0,0,87.29,loading_zone,0
W00049,L0001,S001,C330,P02,2026-04-02 16:47,2026-04-02 17:12,4.379,4.419,4.351,-0.1166,55.31,0,0,0,1.4,87.21,loading_zone,0
W00050,L0001,S001,C330,P02,2026-04-02 17:17,2026-04-02 17:42,4.325,4.424,4.254,0.2781,54.08,0,0,0,1.5,87.12,loading_zone,0
W00051,L0001,S001,C330,P02,2026-04-02 17:47,2026-04-02 18:12,4.59,4.686,4.488,0.3021,55.32,0,0,0,2.3,87.04,loading_zone,0
W00052,L0001,S001,C330,P02,2026-04-02 18:17,2026-04-02 18:42,4.755,4.822,4.649,0.4313,54.45,0,0,0,3.2,86.93,loading_zone,0
W00053,L0001,S001,C330,P02,2026-04-02 18:47,2026-04-02 19:12,4.892,4.987,4.755,0.6274,53.63,0,0,0,4.0,86.85,loading_zone,0
W00054,L0001,S001,C330,P02,2026-04-02 19:17,2026-04-02 19:42,5.202,5.266,5.113,0.3257,55.58,0,0,0,4.8,86.74,loading_zone,0
W00055,L0001,S001,C330,P02,2026-04-02 19:47,2026-04-02 20:12,5.135,5.231,5.017,-0.4797,53.32,0,0,0,4.9,86.62,loading_zone,0
W00056,L0001,S001,C330,P02,2026-04-02 20:17,2026-04-02 20:42,4.833,5.007,4.751,-0.4797,54.19,0,0,0,4.6,86.52,loading_zone,0
W00057,L0001,S001,C330,P02,2026-04-02 20:47,2026-04-02 21:12,4.787,4.825,4.699,-0.1169,54.77,0,0,0,4.9,86.39,loading_zone,0
W00058,L0001,S001,C330,P02,2026-04-02 21:17,2026-04-02 21:42,4.92,5.006,4.88,0.2643,55.42,0,0,0,5.4,86.28,loading_zone,0
W00059,L0001,S001,C330,P02,2026-04-02 21:47,2026-04-02 22:12,5.053,5.12,5.01,-0.2547,52.78,0,0,0,5.9,86.17,loading_zone,0
W00060,L0001,S001,C330,P02,2026-04-02 22:17,2026-04-02 22:42,5.205,5.235,5.128,0.1903,54.12,0,0,0,5.5,86.06,loading_zone,0
W00061,L0001,S001,C330,P02,2026-04-02 22:47,2026-04-02 23:12,5.236,5.298,5.155,0.3367,57.65,0,0,0,6.1,85.96,loading_zone,0
W00062,L0001,S001,C330,P02,2026-04-02 23:17,2026-04-02 23:42,5.27,5.341,5.192,-0.2856,54.65,0,0,0,6.0,85.85,loading_zone,0
W00063,L0001,S001,C330,P02,2026-04-02 23:47,2026-04-03 00:12,5.164,5.224,5.096,-0.2211,55.96,0,0,0,5.0,85.75,loading_zone,0
W00064,L0001,S001,C330,P02,2026-04-03 00:17,2026-04-03 00:42,4.899,5.011,4.821,-0.3233,55.7,0,0,0,4.3,85.64,loading_zone,0
W00065,L0001,S001,C330,P02,2026-04-03 00:47,2026-04-03 01:12,5.004,5.1,4.904,0.3967,55.78,0,0,0,3.8,85.53,loading_zone,0
W00066,L0001,S001,C330,P02,2026-04-03 01:17,2026-04-03 01:42,5.002,5.091,4.93,0.2115,56.59,0,0,0,3.3,85.41,loading_zone,0
W00067,L0001,S001,C330,P02,2026-04-03 01:47,2026-04-03 02:12,5.18,5.253,5.121,0.2129,54.05,0,0,0,2.9,85.29,loading_zone,0
W00068,L0001,S001,C330,P02,2026-04-03 02:17,2026-04-03 02:42,5.278,5.331,5.197,0.1817,56.23,0,0,0,2.9,85.18,loading_zone,0
W00069,L0001,S001,C330,P02,2026-04-03 02:47,2026-04-03 03:12,5.245,5.43,5.146,0.5472,58.04,0,0,0,3.4,85.09,loading_zone,0
W00070,L0001,S001,C330,P02,2026-04-03 03:17,2026-04-03 03:42,5.395,5.461,5.33,0.1814,55.41,0,0,0,3.5,84.99,loading_zone,0
W00071,L0001,S001,C330,P02,2026-04-03 03:47,2026-04-03 04:12,5.436,5.534,5.354,0.4581,58.13,0,0,0,3.7,84.91,loading_zone,0
W00072,L0001,S001,C330,P02,2026-04-03 04:17,2026-04-03 04:42,5.493,5.562,5.353,-0.4553,54.04,0,0,0,2.9,84.83,loading_zone,0
W00073,L0001,S001,C330,P02,2026-04-03 04:47,2026-04-03 05:12,5.218,5.371,5.093,-0.6833,53.66,0,0,0,3.2,84.72,loading_zone,0
W00074,L0001,S001,C330,P02,2026-04-03 05:17,2026-04-03 05:42,5.002,5.064,4.939,-0.2181,57.09,0,0,0,3.0,84.64,loading_zone,0
W00075,L0001,S001,C330,P02,2026-04-03 05:47,2026-04-03 06:12,5.032,5.125,4.918,0.4296,53.59,0,0,0,3.1,84.55,loading_zone,0
W00076,L0001,S001,C330,P02,2026-04-03 06:17,2026-04-03 06:42,5.283,5.35,5.155,0.4179,55.22,0,0,0,3.6,84.45,loading_zone,0
W00077,L0001,S001,C330,P02,2026-04-03 06:47,2026-04-03 07:12,5.276,5.446,5.151,-0.6881,56.66,0,0,0,3.8,84.32,loading_zone,0
W00078,L0001,S001,C330,P02,2026-04-03 07:17,2026-04-03 07:42,5.001,5.174,4.913,-0.3387,54.91,0,0,0,2.6,84.22,loading_zone,0
W00079,L0001,S001,C330,P02,2026-04-03 07:47,2026-04-03 08:12,4.774,4.874,4.683,-0.3795,54.73,0,0,0,3.3,84.13,loading_zone,0
W00080,L0001,S001,C330,P02,2026-04-03 08:17,2026-04-03 08:42,4.803,4.905,4.683,0.3977,54.22,0,0,0,4.4,84.02,loading_zone,0
W00081,L0001,S001,C330,P02,2026-04-03 08:47,2026-04-03 09:12,4.904,4.926,4.876,0.0634,54.64,0,0,0,4.7,83.9,loading_zone,0
W00082,L0001,S001,C330,P02,2026-04-03 09:17,2026-04-03 09:42,5.081,5.199,4.929,0.5016,55.4,0,0,0,4.4,83.79,loading_zone,0
W00083,L0001,S001,C330,P02,2026-04-03 09:47,2026-04-03 10:12,5.098,5.14,5.015,-0.2609,52.9,0,0,0,4.4,83.69,loading_zone,0
W00084,L0001,S001,C330,P02,2026-04-03 10:17,2026-04-03 10:42,4.872,4.969,4.809,-0.347,53.88,0,0,0,3.7,83.57,loading_zone,0
W00085,L0001,S001,C330,P02,2026-04-03 10:47,2026-04-03 11:12,4.824,4.919,4.773,-0.3254,54.5,0,0,0,3.4,83.48,loading_zone,0
W00086,L0001,S001,C330,P02,2026-04-03 11:17,2026-04-03 11:42,4.908,4.989,4.734,0.4341,55.77,0,0,0,2.2,83.39,loading_zone,0
W00087,L0001,S001,C330,P02,2026-04-03 11:47,2026-04-03 12:12,5.087,5.169,4.98,0.3123,54.18,0,0,0,3.2,83.29,loading_zone,0
W00088,L0001,S001,C330,P02,2026-04-03 12:17,2026-04-03 12:42,4.981,5.018,4.957,0.0686,55.43,0,0,0,2.7,83.2,loading_zone,0
W00089,L0001,S001,C330,P02,2026-04-03 12:47,2026-04-03 13:12,4.813,4.89,4.756,0.1193,54.73,0,0,0,2.5,83.13,loading_zone,0
W00090,L0001,S001,C330,P02,2026-04-03 13:17,2026-04-03 13:42,4.712,4.767,4.658,-0.1961,53.93,0,0,0,1.8,83.05,loading_zone,0
W00091,L0001,S001,C330,P02,2026-04-03 13:47,2026-04-03 14:12,4.723,4.906,4.618,0.7728,53.72,0,0,0,0,82.95,loading_zone,0
W00092,L0001,S001,C330,P02,2026-04-03 14:17,2026-04-03 14:42,4.865,4.962,4.809,-0.3288,54.88,0,0,0,0,82.84,loading_zone,0
W00093,L0001,S001,C330,P02,2026-04-03 14:47,2026-04-03 15:12,4.979,5.142,4.824,0.7015,54.88,0,0,0,1.4,82.73,loading_zone,0
W00094,L0001,S001,C330,P02,2026-04-03 15:17,2026-04-03 15:42,5.197,5.292,5.144,0.192,55.16,0,0,0,0.9,82.65,loading_zone,0
W00095,L0001,S001,C330,P02,2026-04-03 15:47,2026-04-03 16:12,5.378,5.435,5.305,0.3425,54.5,0,0,0,1.4,82.55,loading_zone,0
W00096,L0001,S001,C330,P02,2026-04-03 16:17,2026-04-03 16:42,5.337,5.473,5.253,-0.4262,56.79,0,0,0,1.8,82.44,loading_zone,0
W00097,L0001,S001,C330,P02,2026-04-03 16:47,2026-04-03 17:12,5.217,5.251,5.154,0.0758,55.14,0,0,0,0.8,82.33,loading_zone,0
W00098,L0001,S001,C330,P02,2026-04-03 17:17,2026-04-03 17:42,5.306,5.438,5.228,0.2307,56.01,0,0,0,0.4,82.21,loading_zone,0
W00099,L0001,S001,C330,P02,2026-04-03 17:47,2026-04-03 18:12,5.293,5.469,5.178,-0.4491,53.45,0,0,0,0.4,82.11,loading_zone,0
W00100,L0001,S001,C330,P02,2026-04-03 18:17,2026-04-03 18:42,5.205,5.312,5.055,-0.4306,54.79,0,0,0,0,82.02,loading_zone,0
W00101,L0001,S001,C330,P02,2026-04-03 18:47,2026-04-03 19:12,5.246,5.419,5.121,0.6933,57.42,0,0,0,0.5,81.92,loading_zone,0
W00102,L0001,S001,C330,P02,2026-04-03 19:17,2026-04-03 19:42,5.271,5.341,5.147,-0.4704,51.83,0,0,0,0.3,81.8,loading_zone,0
W00103,L0001,S001,C330,P02,2026-04-03 19:47,2026-04-03 20:12,5.232,5.326,5.106,0.3336,56.82,0,0,0,0,81.7,loading_zone,0
W00104,L0001,S001,C330,P02,2026-04-03 20:17,2026-04-03 20:42,5.25,5.307,5.194,-0.1176,57.01,0,0,0,0.0,81.61,loading_zone,0
W00105,L0001,S001,C330,P02,2026-04-03 20:47,2026-04-03 21:12,5.264,5.311,5.207,0.0384,56.11,0,0,0,0.8,81.51,loading_zone,0
W00106,L0001,S001,C330,P02,2026-04-03 21:17,2026-04-03 21:42,5.169,5.255,5.094,-0.3398,56.22,0,0,0,0.4,81.4,loading_zone,0
W00107,L0001,S001,C330,P02,2026-04-03 21:47,2026-04-03 22:12,5.349,5.433,5.18,0.3309,54.49,0,0,0,0.8,81.28,loading_zone,0
W00108,L0001,S001,C330,P02,2026-04-03 22:17,2026-04-03 22:42,5.241,5.305,5.185,-0.2445,55.43,0,0,0,0.3,81.17,loading_zone,0
W00109,L0001,S001,C330,P02,2026-04-03 22:47,2026-04-03 23:12,5.189,5.262,5.111,-0.2602,53.98,0,0,0,0.9,81.06,loading_zone,0
W00110,L0001,S001,C330,P02,2026-04-03 23:17,2026-04-03 23:42,5.079,5.156,5.047,0.0621,56.47,0,0,0,1.1,80.96,loading_zone,0
W00111,L0001,S001,C330,P02,2026-04-03 23:47,2026-04-04 00:12,5.157,5.216,5.063,0.217,55.21,0,0,0,1.0,80.84,loading_zone,0
W00112,L0001,S001,C330,P02,2026-04-04 00:17,2026-04-04 00:42,5.225,5.323,5.126,0.3326,56.4,0,0,0,1.4,80.72,loading_zone,0
W00113,L0001,S001,C330,P02,2026-04-04 00:47,2026-04-04 01:12,5.162,5.201,5.105,0.1395,54.84,0,0,0,0.9,80.6,loading_zone,0
W00114,L0001,S001,C330,P02,2026-04-04 01:17,2026-04-04 01:42,5.042,5.145,4.979,-0.2839,55.97,0,0,0,2.3,80.5,loading_zone,0
W00115,L0001,S001,C330,P02,2026-04-04 01:47,2026-04-04 02:12,4.73,4.834,4.657,-0.3442,55.03,0,0,0,2.8,80.4,loading_zone,0
W00116,L0001,S001,C330,P02,2026-04-04 02:17,2026-04-04 02:42,4.759,4.817,4.696,-0.1251,55.58,0,0,0,2.1,80.3,loading_zone,0
W00117,L0001,S001,C330,P02,2026-04-04 02:47,2026-04-04 03:12,4.708,4.89,4.552,-0.7951,55.5,0,0,0,3.7,80.19,loading_zone,0
W00118,L0001,S001,C330,P02,2026-04-04 03:17,2026-04-04 03:42,4.745,4.884,4.591,0.685,54.77,0,0,0,1.5,80.08,loading_zone,0
W00119,L0001,S001,C330,P02,2026-04-04 03:47,2026-04-04 04:12,4.775,4.874,4.709,-0.3634,55.38,0,0,0,0.9,79.95,loading_zone,0
W00120,L0001,S001,C330,P02,2026-04-04 04:17,2026-04-04 04:42,4.887,4.962,4.821,0.3929,55.76,0,0,0,0.3,79.86,loading_zone,0
W00121,L0001,S001,C330,P02,2026-04-04 04:47,2026-04-04 05:12,4.99,5.064,4.917,0.1203,55.54,0,0,0,0.7,79.75,loading_zone,0
W00122,L0001,S001,C330,P02,2026-04-04 05:17,2026-04-04 05:42,5.22,5.325,5.089,0.6291,54.97,0,0,0,0.9,79.64,loading_zone,0
W00123,L0001,S001,C330,P02,2026-04-04 05:47,2026-04-04 06:12,5.235,5.317,5.131,-0.3991,51.84,0,0,0,0.2,79.52,loading_zone,0
W00124,L0001,S001,C330,P02,2026-04-04 06:17,2026-04-04 06:42,5.144,5.266,5.024,0.5061,55.06,0,0,0,1.5,79.42,loading_zone,0
W00125,L0001,S001,C330,P02,2026-04-04 06:47,2026-04-04 07:12,5.195,5.3,5.098,0.2057,53.8,0,0,0,3.2,79.33,loading_zone,0
W00126,L0001,S001,C330,P02,2026-04-04 07:17,2026-04-04 07:42,5.207,5.306,5.115,0.1323,53.56,0,0,0,2.6,79.23,loading_zone,0
W00127,L0001,S001,C330,P02,2026-04-04 07:47,2026-04-04 08:12,5.015,5.14,4.947,-0.1046,54.52,0,0,0,2.0,79.12,loading_zone,0
W00128,L0001,S001,C330,P02,2026-04-04 08:17,2026-04-04 08:42,4.859,4.994,4.752,-0.5873,53.45,0,0,0,2.0,79.02,loading_zone,0
W00129,L0001,S001,C330,P02,2026-04-04 08:47,2026-04-04 09:12,4.903,4.987,4.773,0.2201,53.91,0,0,0,2.1,78.92,loading_zone,0
W00130,L0001,S001,C330,P02,2026-04-04 09:17,2026-04-04 09:42,4.765,4.912,4.643,-0.1917,55.0,0,0,0,1.8,78.82,loading_zone,0
W00131,L0001,S001,C330,P02,2026-04-04 09:47,2026-04-04 10:12,4.989,5.121,4.882,0.5643,53.62,0,0,0,1.1,78.72,loading_zone,0
W00132,L0001,S001,C330,P02,2026-04-04 10:17,2026-04-04 10:42,5.178,5.257,5.153,0.1368,54.73,0,0,0,1.1,78.62,loading_zone,0
W00133,L0001,S001,C330,P02,2026-04-04 10:47,2026-04-04 11:12,5.227,5.318,5.133,0.4539,56.04,0,0,0,0,78.52,loading_zone,0
W00134,L0001,S001,C330,P02,2026-04-04 11:17,2026-04-04 11:42,5.205,5.232,5.171,-0.0182,54.14,0,0,0,0.5,78.43,loading_zone,0
W00135,L0001,S001,C330,P02,2026-04-04 11:47,2026-04-04 12:12,5.202,5.229,5.158,0.0442,54.71,0,0,0,0,78.33,loading_zone,0
W00136,L0001,S001,C330,P02,2026-04-04 12:17,2026-04-04 12:42,5.153,5.214,5.084,-0.2232,57.16,0,0,0,0.0,78.24,loading_zone,0
W00137,L0001,S001,C330,P02,2026-04-04 12:47,2026-04-04 13:12,5.005,5.119,4.956,-0.2664,55.55,0,0,0,0.6,78.14,loading_zone,0
W00138,L0001,S001,C330,P02,2026-04-04 13:17,2026-04-04 13:42,5.142,5.27,4.988,0.551,52.65,0,0,0,0.8,78.05,loading_zone,0
W00139,L0001,S001,C330,P02,2026-04-04 13:47,2026-04-04 14:12,5.079,5.214,4.976,-0.5438,54.81,0,0,0,0,77.94,loading_zone,0
W00140,L0001,S001,C330,P02,2026-04-04 14:17,2026-04-04 14:42,5.031,5.074,4.972,0.0237,55.85,0,0,0,1.7,77.84,loading_zone,0
W00141,L0001,S001,C330,P02,2026-04-04 14:47,2026-04-04 15:12,4.953,5.027,4.901,0.2763,54.87,0,0,0,2.7,77.73,loading_zone,0
W00142,L0001,S001,C330,P02,2026-04-04 15:17,2026-04-04 15:42,5.054,5.073,5.001,0.0994,54.69,0,0,0,3.3,77.66,loading_zone,0
W00143,L0001,S001,C330,P02,2026-04-04 15:47,2026-04-04 16:12,5.052,5.134,4.979,-0.084,54.12,0,0,0,2.9,77.56,loading_zone,0
W00144,L0001,S001,C330,P02,2026-04-04 16:17,2026-04-04 16:42,5.095,5.17,5.038,-0.1557,56.29,0,0,0,2.9,77.46,loading_zone,0
W00145,L0001,S001,C330,P02,2026-04-04 16:47,2026-04-04 17:12,5.059,5.167,4.952,-0.5691,56.18,0,0,0,3.3,77.33,loading_zone,0
W00146,L0001,S001,C330,P02,2026-04-04 17:17,2026-04-04 17:42,5.021,5.07,4.953,-0.0819,56.99,0,0,0,4.2,77.21,loading_zone,0
W00147,L0001,S001,C330,P02,2026-04-04 17:47,2026-04-04 18:12,4.908,4.992,4.833,-0.1975,53.1,0,0,0,3.7,77.11,loading_zone,0
W00148,L0001,S001,C330,P02,2026-04-04 18:17,2026-04-04 18:42,4.934,5.042,4.88,-0.2455,54.61,0,0,0,3.9,77.0,loading_zone,0
W00149,L0001,S001,C330,P02,2026-04-04 18:47,2026-04-04 19:12,5.031,5.093,4.949,0.2475,55.69,0,0,0,4.9,76.9,loading_zone,0
W00150,L0001,S001,C330,P02,2026-04-04 19:17,2026-04-04 19:42,4.997,5.044,4.923,-0.0034,52.08,0,0,0,5.7,76.8,loading_zone,0
W00151,L0001,S001,C330,P02,2026-04-04 19:47,2026-04-04 20:12,4.968,5.091,4.848,-0.5787,54.35,0,0,0,6.0,76.7,loading_zone,0
W00152,L0001,S001,C330,P02,2026-04-04 20:17,2026-04-04 20:42,4.987,5.032,4.967,-0.1375,54.73,0,0,0,4.8,76.59,loading_zone,0
W00153,L0001,S001,C330,P02,2026-04-04 20:47,2026-04-04 21:12,4.874,4.937,4.795,0.0933,53.55,0,0,0,5.2,76.48,loading_zone,0
W00154,L0001,S001,C330,P02,2026-04-04 21:17,2026-04-04 21:42,4.895,4.981,4.835,0.1179,54.52,0,0,0,4.3,76.4,loading_zone,0
W00155,L0001,S001,C330,P02,2026-04-04 21:47,2026-04-04 22:12,5.003,5.096,4.942,0.0898,55.19,0,0,0,4.7,76.31,loading_zone,0
W00156,L0001,S001,C330,P02,2026-04-04 22:17,2026-04-04 22:42,5.077,5.16,5.014,0.1485,54.73,0,0,0,4.8,76.2,loading_zone,0
W00157,L0001,S001,C330,P02,2026-04-04 22:47,2026-04-04 23:12,4.942,5.1,4.729,-0.887,56.45,0,0,0,5.5,76.11,loading_zone,0
W00158,L0001,S001,C330,P02,2026-04-04 23:17,2026-04-04 23:42,4.844,5.003,4.718,0.4773,55.5,0,0,0,5.9,76.01,loading_zone,0
W00159,L0001,S001,C330,P02,2026-04-04 23:47,2026-04-05 00:12,5.027,5.088,4.958,-0.2294,53.82,0,0,0,6.8,75.9,loading_zone,0
W00160,L0001,S001,C330,P02,2026-04-05 00:17,2026-04-05 00:42,5.048,5.193,4.926,0.5626,53.94,0,0,0,7.9,75.8,loading_zone,0
W00161,L0001,S001,C330,P02,2026-04-05 00:47,2026-04-05 01:12,5.106,5.187,5.035,-0.2746,54.49,0,0,0,9.7,75.69,loading_zone,0
W00162,L0001,S001,C330,P02,2026-04-05 01:17,2026-04-05 01:42,4.926,5.025,4.825,-0.5184,54.15,0,0,0,9.9,75.59,loading_zone,0
W00163,L0001,S001,C330,P02,2026-04-05 01:47,2026-04-05 02:12,4.96,5.069,4.892,0.4231,55.0,0,0,0,9.4,75.49,loading_zone,0
W00164,L0001,S001,C330,P02,2026-04-05 02:17,2026-04-05 02:42,4.967,5.065,4.892,-0.3195,55.61,0,0,0,8.7,75.4,loading_zone,0
W00165,L0001,S001,C330,P02,2026-04-05 02:47,2026-04-05 03:12,4.913,4.967,4.831,0.1224,53.34,0,0,0,7.6,75.29,loading_zone,0
W00166,L0001,S001,C330,P02,2026-04-05 03:17,2026-04-05 03:42,4.866,4.969,4.801,0.2811,54.12,0,0,0,6.8,75.19,loading_zone,0
W00167,L0001,S001,C330,P02,2026-04-05 03:47,2026-04-05 04:12,5.024,5.094,4.964,-0.1409,53.29,0,0,0,6.3,75.08,loading_zone,0
