window_id,leg_id,shipment_id,container_id,product_id,window_start,window_end,avg_temp_c,max_temp_c,min_temp_c,temp_slope_c_per_hr,humidity_avg_pct,shock_count,door_open_count,minutes_outside_range,current_delay_min,battery_avg_pct,transit_phase,target_spoilage_risk_6h,prod_temp_low,prod_temp_high,prod_temp_mid,prod_temp_crit_low,prod_temp_crit_high,temp_deviation,temp_breach,temp_critical_breach,temp_margin,window_duration_min,hour_of_day,cumulative_breach_min,delay_acceleration,battery_drain_rate,rolling_temp_mean_3,rolling_temp_std_3,rolling_slope_mean_3,time_in_phase_min,leg_progress_pct,det_score,det_rules_fired,ml_score,final_score,risk_tier,recommended_actions,requires_human_approval
W00015,L0001,S001,C330,P02,2026-04-01 23:47:00,2026-04-02 00:12:00,5.118,5.219,5.035,-0.3686,54.77,0,0,0,1.0,90.51,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.11800000000000033,0,0,2.8819999999999997,25.0,23,0,0.5,-0.09999999999999432,5.078,0.07189575787207846,-0.0394333333333333,350.0,0.06222222222222222,0.0,,0.0013699783,0.0008219869923777878,LOW,standard_monitoring,False
W00016,L0001,S001,C330,P02,2026-04-02 00:17:00,2026-04-02 00:42:00,5.144,5.33,5.025,0.3867,53.93,0,0,0,1.4,90.4,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.14400000000000013,0,0,2.856,25.0,0,0,0.3999999999999999,-0.10999999999999943,5.127666666666667,0.014224392195585519,0.014733333333333357,375.0,0.06666666666666667,0.0,,0.007156569,0.004293941427022219,LOW,standard_monitoring,False
W00017,L0001,S001,C330,P02,2026-04-02 00:47:00,2026-04-02 01:12:00,5.12,5.213,5.036,-0.0456,54.81,0,0,0,1.8,90.29,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.1200000000000001,0,0,2.88,25.0,0,0,0.40000000000000013,-0.10999999999999943,5.1273333333333335,0.014468356276157808,-0.009166666666666644,400.0,0.07111111111111111,0.0,,0.0044692904,0.0026815743185579777,LOW,standard_monitoring,False
W00018,L0001,S001,C330,P02,2026-04-02 01:17:00,2026-04-02 01:42:00,5.029,5.144,4.916,-0.0614,54.02,0,0,0,0.5,90.19,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.028999999999999915,0,0,2.971,25.0,1,0,-1.3,-0.10000000000000853,5.097666666666666,0.06066575090884318,0.09323333333333335,425.0,0.07555555555555556,0.0,,0.0046893386,0.002813603263348341,LOW,standard_monitoring,False
W00019,L0001,S001,C330,P02,2026-04-02 01:47:00,2026-04-02 02:12:00,5.239,5.307,5.169,-0.0182,55.59,0,0,0,1.8,90.09,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.23899999999999988,0,0,2.761,25.0,1,0,1.3,-0.09999999999999432,5.129333333333333,0.10531065156637234,-0.04173333333333331,450.0,0.08,0.0,,0.0074095204,0.004445712547749281,LOW,standard_monitoring,False
W00020,L0001,S001,C330,P02,2026-04-02 02:17:00,2026-04-02 02:42:00,5.237,5.413,5.027,-0.5393,53.29,0,0,0,1.5,90.0,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.2370000000000001,0,0,2.763,25.0,2,0,-0.30000000000000004,-0.09000000000000341,5.168333333333334,0.12067034985170971,-0.20629999999999996,475.0,0.08444444444444445,0.0,,0.005875515,0.003525309031829238,LOW,standard_monitoring,False
W00021,L0001,S001,C330,P02,2026-04-02 02:47:00,2026-04-02 03:12:00,5.099,5.136,5.051,-0.1838,55.21,0,0,0,2.5,89.89,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.0990000000000002,0,0,2.901,25.0,2,0,1.0,-0.10999999999999943,5.191666666666666,0.08025791757411901,-0.24709999999999996,500.0,0.08888888888888889,0.0,,0.005226766,0.003136059967800975,LOW,standard_monitoring,False
W00022,L0001,S001,C330,P02,2026-04-02 03:17:00,2026-04-02 03:42:00,4.972,5.076,4.833,-0.5445,55.36,0,0,0,2.4,89.79,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.02799999999999958,0,0,2.9720000000000004,25.0,3,0,-0.10000000000000009,-0.09999999999999432,5.102666666666667,0.1325380448525395,-0.42253333333333326,525.0,0.09333333333333334,0.0,,0.0023745133,0.0014247080544009805,LOW,standard_monitoring,False
W00023,L0001,S001,C330,P02,2026-04-02 03:47:00,2026-04-02 04:12:00,4.688,4.709,4.666,0.0086,55.04,0,0,0,1.4,89.7,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.3120000000000003,0,0,2.6879999999999997,25.0,3,0,-1.0,-0.09000000000000341,4.919666666666667,0.21043843121762124,-0.23989999999999992,550.0,0.09777777777777778,0.0,,0.0011393994,0.0006836396642029285,LOW,standard_monitoring,False
W00024,L0001,S001,C330,P02,2026-04-02 04:17:00,2026-04-02 04:42:00,4.671,4.708,4.629,-0.0117,54.88,0,0,0,2.6,89.61,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.32899999999999974,0,0,2.6710000000000003,25.0,4,0,1.2000000000000002,-0.09000000000000341,4.777,0.1690887341013583,-0.1825333333333333,575.0,0.10222222222222223,0.0,,0.0017689444,0.0010613667545840144,LOW,standard_monitoring,False
W00025,L0001,S001,C330,P02,2026-04-02 04:47:00,2026-04-02 05:12:00,4.776,4.895,4.655,0.6209,54.84,0,0,0,2.6,89.51,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.2240000000000002,0,0,2.776,25.0,4,0,0.0,-0.09999999999999432,4.711666666666666,0.056358968526162075,0.20593333333333338,600.0,0.10666666666666667,0.0,,0.005783771,0.0034702627453953028,LOW,standard_monitoring,False
W00026,L0001,S001,C330,P02,2026-04-02 05:17:00,2026-04-02 05:42:00,4.946,4.993,4.869,-0.144,54.88,0,0,0,1.6,89.4,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.05400000000000027,0,0,2.9459999999999997,25.0,5,0,-1.0,-0.10999999999999943,4.797666666666667,0.1387743972544394,0.15506666666666669,625.0,0.1111111111111111,0.0,,0.0025724934,0.0015434961533173919,LOW,standard_monitoring,False
W00027,L0001,S001,C330,P02,2026-04-02 05:47:00,2026-04-02 06:12:00,4.845,4.95,4.776,-0.2277,55.06,0,0,0,1.1,89.29,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.15500000000000025,0,0,2.8449999999999998,25.0,5,0,-0.5,-0.10999999999999943,4.855666666666667,0.0855004873280445,0.0830666666666667,650.0,0.11555555555555555,0.0,,0.0016393587,0.0009836152894422412,LOW,standard_monitoring,False
W00028,L0001,S001,C330,P02,2026-04-02 06:17:00,2026-04-02 06:42:00,4.839,4.905,4.76,0.156,53.93,0,0,0,1.5,89.17,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.1609999999999996,0,0,2.8390000000000004,25.0,6,0,0.3999999999999999,-0.12000000000000455,4.876666666666667,0.060119325789076236,-0.07189999999999998,675.0,0.12,0.0,,0.002391607,0.0014349642442539334,LOW,standard_monitoring,False
W00029,L0001,S001,C330,P02,2026-04-02 06:47:00,2026-04-02 07:12:00,4.802,4.839,4.735,-0.1491,54.01,0,0,0,0.8,89.08,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.1980000000000004,0,0,2.8019999999999996,25.0,6,0,-0.7,-0.09000000000000341,4.828666666666667,0.02328805129960465,-0.07359999999999998,700.0,0.12444444444444444,0.0,,0.0016009932,0.0009605959639884531,LOW,standard_monitoring,False
W00030,L0001,S001,C330,P02,2026-04-02 07:17:00,2026-04-02 07:42:00,4.711,4.799,4.647,0.0878,56.4,0,0,0,0.4,88.98,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.2889999999999997,0,0,2.7110000000000003,25.0,7,0,-0.4,-0.09999999999999432,4.784,0.06587108622149482,0.031566666666666694,725.0,0.1288888888888889,0.0,,0.0018105316,0.001086318981833756,LOW,standard_monitoring,False
W00031,L0001,S001,C330,P02,2026-04-02 07:47:00,2026-04-02 08:12:00,4.835,4.971,4.654,0.7827,55.2,0,0,0,0.0,88.9,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.16500000000000004,0,0,2.835,25.0,7,0,-0.4,-0.0799999999999983,4.782666666666667,0.06422097269064783,0.2404666666666667,750.0,0.13333333333333333,0.0,,0.005638699,0.003383219474926591,LOW,standard_monitoring,False
W00032,L0001,S001,C330,P02,2026-04-02 08:17:00,2026-04-02 08:42:00,4.941,4.992,4.839,0.2119,55.24,0,0,0,0.0,88.8,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.05900000000000016,0,0,2.941,25.0,8,0,0.0,-0.10000000000000853,4.829,0.11511733144926409,0.3608,775.0,0.13777777777777778,0.0,,0.0069563207,0.0041737924329936504,LOW,standard_monitoring,False
W00033,L0001,S001,C330,P02,2026-04-02 08:47:00,2026-04-02 09:12:00,4.914,4.991,4.872,-0.1402,54.72,0,0,0,1.1,88.69,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.0860000000000003,0,0,2.9139999999999997,25.0,8,0,1.1,-0.10999999999999943,4.8966666666666665,0.05508478313775358,0.2848,800.0,0.14222222222222222,0.0,,0.005588189,0.0033529133070260286,LOW,standard_monitoring,False
W00034,L0001,S001,C330,P02,2026-04-02 09:17:00,2026-04-02 09:42:00,4.829,4.919,4.739,-0.2198,54.45,0,0,0,0.9,88.58,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.17100000000000026,0,0,2.8289999999999997,25.0,9,0,-0.20000000000000007,-0.10999999999999943,4.894666666666667,0.05844940832321029,-0.04936666666666662,825.0,0.14666666666666667,0.0,,0.00123024,0.0007381440373137593,LOW,standard_monitoring,False
W00035,L0001,S001,C330,P02,2026-04-02 09:47:00,2026-04-02 10:12:00,4.787,4.895,4.669,-0.3014,53.73,0,0,0,1.0,88.48,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.21300000000000008,0,0,2.787,25.0,9,0,0.09999999999999998,-0.09999999999999432,4.843333333333333,0.06470188044665542,-0.22046666666666662,850.0,0.1511111111111111,0.0,,0.002168873,0.0013013238785788417,LOW,standard_monitoring,False
W00036,L0001,S001,C330,P02,2026-04-02 10:17:00,2026-04-02 10:42:00,4.817,4.885,4.706,-0.2496,55.24,0,0,0,1.1,88.4,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.18299999999999983,0,0,2.817,25.0,10,0,0.10000000000000009,-0.0799999999999983,4.811,0.021633307652782874,-0.2569333333333333,875.0,0.15555555555555556,0.0,,0.0015986278,0.0009591766865924001,LOW,standard_monitoring,False
W00037,L0001,S001,C330,P02,2026-04-02 10:47:00,2026-04-02 11:12:00,4.734,4.813,4.641,0.4502,53.96,0,0,0,1.4,88.31,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.266,0,0,2.734,25.0,10,0,0.2999999999999998,-0.09000000000000341,4.779333333333333,0.042027768598074076,-0.03359999999999996,900.0,0.16,0.0,,0.0017692366,0.0010615420760586858,LOW,standard_monitoring,False
W00038,L0001,S001,C330,P02,2026-04-02 11:17:00,2026-04-02 11:42:00,4.584,4.679,4.486,-0.1255,56.98,0,0,0,0.6,88.23,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.41600000000000037,0,0,2.5839999999999996,25.0,11,0,-0.7999999999999999,-0.0799999999999983,4.711666666666667,0.11809459485231828,0.02503333333333337,925.0,0.16444444444444445,0.0,,0.0017429887,0.0010457932949066162,LOW,standard_monitoring,False
W00039,L0001,S001,C330,P02,2026-04-02 11:47:00,2026-04-02 12:12:00,4.606,4.685,4.547,-0.2458,55.68,0,0,0,0.0,88.14,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.39400000000000013,0,0,2.606,25.0,11,0,-0.6,-0.09000000000000341,4.641333333333333,0.08100205758703319,0.026300000000000035,950.0,0.1688888888888889,0.0,,0.001688612,0.0010131673188880086,LOW,standard_monitoring,False
W00040,L0001,S001,C330,P02,2026-04-02 12:17:00,2026-04-02 12:42:00,4.405,4.536,4.312,-0.624,52.71,0,0,0,0.5,88.02,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.5949999999999998,0,0,2.4050000000000002,25.0,12,0,0.5,-0.12000000000000455,4.531666666666666,0.11024669307209542,-0.3317666666666666,975.0,0.17333333333333334,0.0,,0.0031836696,0.0019102018559351563,LOW,standard_monitoring,False
W00041,L0001,S001,C330,P02,2026-04-02 12:47:00,2026-04-02 13:12:00,4.36,4.414,4.271,-0.1978,56.43,0,0,0,0.0,87.92,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.6399999999999997,0,0,2.3600000000000003,25.0,12,0,-0.5,-0.09999999999999432,4.457,0.13098473193467783,-0.3558666666666666,1000.0,0.17777777777777778,0.0,,0.0020552902,0.0012331741163507104,LOW,standard_monitoring,False
W00042,L0001,S001,C330,P02,2026-04-02 13:17:00,2026-04-02 13:42:00,4.334,4.386,4.267,0.2013,56.03,0,0,0,0.1,87.83,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.6660000000000004,0,0,2.3339999999999996,25.0,13,0,0.1,-0.09000000000000341,4.366333333333333,0.03592121007612065,-0.20683333333333329,1025.0,0.18222222222222223,0.0,,0.0027672378,0.0016603427939116955,LOW,standard_monitoring,False
W00043,L0001,S001,C330,P02,2026-04-02 13:47:00,2026-04-02 14:12:00,4.222,4.346,4.149,-0.1989,56.07,0,0,0,0.4,87.74,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.7779999999999996,0,0,2.2220000000000004,25.0,13,0,0.30000000000000004,-0.09000000000000341,4.3053333333333335,0.07333030296768668,-0.0651333333333333,1050.0,0.18666666666666668,0.0,,0.004922025,0.0029532150365412235,LOW,standard_monitoring,False
W00044,L0001,S001,C330,P02,2026-04-02 14:17:00,2026-04-02 14:42:00,4.28,4.338,4.169,0.3051,55.19,0,0,0,0.1,87.65,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.7199999999999998,0,0,2.2800000000000002,25.0,14,0,-0.30000000000000004,-0.0899999999999892,4.278666666666667,0.05601190349678105,0.10250000000000004,1075.0,0.19111111111111112,0.0,,0.0014511304,0.0008706782828085124,LOW,standard_monitoring,False
W00045,L0001,S001,C330,P02,2026-04-02 14:47:00,2026-04-02 15:12:00,4.508,4.605,4.378,0.432,55.55,0,0,0,0.0,87.56,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.492,0,0,2.508,25.0,14,0,-0.1,-0.09000000000000341,4.336666666666667,0.15118641914316425,0.17940000000000003,1100.0,0.19555555555555557,0.0,,0.0018086487,0.0010851892875507474,LOW,standard_monitoring,False
W00046,L0001,S001,C330,P02,2026-04-02 15:17:00,2026-04-02 15:42:00,4.582,4.606,4.548,0.155,54.06,0,0,0,0.4,87.46,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.41800000000000015,0,0,2.582,25.0,15,0,0.4,-0.10000000000000853,4.456666666666666,0.1574081742900671,0.29736666666666667,1125.0,0.2,0.0,,0.0010661625,0.0006396975368261337,LOW,standard_monitoring,False
W00047,L0001,S001,C330,P02,2026-04-02 15:47:00,2026-04-02 16:12:00,4.514,4.563,4.422,-0.0453,52.98,0,0,0,0.1,87.37,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.48599999999999977,0,0,2.5140000000000002,25.0,15,0,-0.30000000000000004,-0.0899999999999892,4.534666666666666,0.041101500378111694,0.18056666666666668,1150.0,0.20444444444444446,0.0,,0.0016482084,0.0009889251086860895,LOW,standard_monitoring,False
W00048,L0001,S001,C330,P02,2026-04-02 16:17:00,2026-04-02 16:42:00,4.5,4.551,4.45,-0.0237,55.28,0,0,0,0.0,87.29,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.5,0,0,2.5,25.0,16,0,-0.1,-0.0799999999999983,4.532,0.04386342439890643,0.0286666666666667,1175.0,0.2088888888888889,0.0,,0.0011997278,0.0007198366802185774,LOW,standard_monitoring,False
W00049,L0001,S001,C330,P02,2026-04-02 16:47:00,2026-04-02 17:12:00,4.379,4.419,4.351,-0.1166,55.31,0,0,0,1.4,87.21,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.6210000000000004,0,0,2.3789999999999996,25.0,16,0,1.4,-0.0800000000000125,4.464333333333333,0.07423161949824451,-0.061866666666666625,1200.0,0.21333333333333335,0.0,,0.0011386073,0.0006831643986515701,LOW,standard_monitoring,False
W00050,L0001,S001,C330,P02,2026-04-02 17:17:00,2026-04-02 17:42:00,4.325,4.424,4.254,0.2781,54.08,0,0,0,1.5,87.12,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.6749999999999998,0,0,2.325,25.0,17,0,0.10000000000000009,-0.0899999999999892,4.4013333333333335,0.08961212715549279,0.04593333333333338,1225.0,0.21777777777777776,0.0,,0.00051090785,0.0003065447090193629,LOW,standard_monitoring,False
W00051,L0001,S001,C330,P02,2026-04-02 17:47:00,2026-04-02 18:12:00,4.59,4.686,4.488,0.3021,55.32,0,0,0,2.3,87.04,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.41000000000000014,0,0,2.59,25.0,17,0,0.7999999999999998,-0.0799999999999983,4.431333333333334,0.14003689989903423,0.15453333333333338,1250.0,0.2222222222222222,0.0,,0.00051962596,0.0003117755986750126,LOW,standard_monitoring,False
W00052,L0001,S001,C330,P02,2026-04-02 18:17:00,2026-04-02 18:42:00,4.755,4.822,4.649,0.4313,54.45,0,0,0,3.2,86.93,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.2450000000000001,0,0,2.755,25.0,18,0,0.9000000000000004,-0.10999999999999943,4.556666666666666,0.21692932796957576,0.33716666666666667,1275.0,0.22666666666666666,0.0,,0.00072347524,0.0004340851737651974,LOW,standard_monitoring,False
W00053,L0001,S001,C330,P02,2026-04-02 18:47:00,2026-04-02 19:12:00,4.892,4.987,4.755,0.6274,53.63,0,0,0,4.0,86.85,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.10799999999999965,0,0,2.8920000000000003,25.0,18,0,0.7999999999999998,-0.0800000000000125,4.745666666666667,0.15121618079204155,0.4536,1300.0,0.2311111111111111,0.0,,0.0017023967,0.0010214380454272032,LOW,standard_monitoring,False
W00054,L0001,S001,C330,P02,2026-04-02 19:17:00,2026-04-02 19:42:00,5.202,5.266,5.113,0.3257,55.58,0,0,0,4.8,86.74,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.20199999999999996,0,0,2.798,25.0,19,0,0.7999999999999998,-0.10999999999999943,4.949666666666666,0.2290116445365408,0.46146666666666664,1325.0,0.23555555555555555,0.0,,0.0012944062,0.0007766438066028059,LOW,standard_monitoring,False
W00055,L0001,S001,C330,P02,2026-04-02 19:47:00,2026-04-02 20:12:00,5.135,5.231,5.017,-0.4797,53.32,0,0,0,4.9,86.62,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.1349999999999998,0,0,2.865,25.0,19,0,0.10000000000000053,-0.11999999999999034,5.076333333333333,0.1631144792264951,0.15780000000000002,1350.0,0.24,0.0,,0.000767053,0.0004602318222168833,LOW,standard_monitoring,False
W00056,L0001,S001,C330,P02,2026-04-02 20:17:00,2026-04-02 20:42:00,4.833,5.007,4.751,-0.4797,54.19,0,0,0,4.6,86.52,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.16699999999999982,0,0,2.833,25.0,20,0,-0.3000000000000007,-0.10000000000000853,5.056666666666667,0.19657653301788267,-0.2112333333333333,1375.0,0.24444444444444444,0.0,,0.00013854918,8.312951104016975e-05,LOW,standard_monitoring,False
W00057,L0001,S001,C330,P02,2026-04-02 20:47:00,2026-04-02 21:12:00,4.787,4.825,4.699,-0.1169,54.77,0,0,0,4.9,86.39,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.21300000000000008,0,0,2.787,25.0,20,0,0.3000000000000007,-0.12999999999999545,4.918333333333333,0.18904320493826457,-0.3587666666666666,1400.0,0.24888888888888888,0.0,,0.0001997819,0.00011986914614681154,LOW,standard_monitoring,False
W00058,L0001,S001,C330,P02,2026-04-02 21:17:00,2026-04-02 21:42:00,4.92,5.006,4.88,0.2643,55.42,0,0,0,5.4,86.28,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.08000000000000007,0,0,2.92,25.0,21,0,0.5,-0.10999999999999943,4.846666666666667,0.06754504669722768,-0.11076666666666664,1425.0,0.25333333333333335,0.0,,0.00029472943,0.00017683766782283783,LOW,standard_monitoring,False
W00059,L0001,S001,C330,P02,2026-04-02 21:47:00,2026-04-02 22:12:00,5.053,5.12,5.01,-0.2547,52.78,0,0,0,5.9,86.17,loading_zone,0,2.0,8.0,5.0,0.0,12.0,0.052999999999999936,0,0,2.947,25.0,21,0,0.5,-0.10999999999999943,4.92,0.13299999999998988,-0.035766666666666634,1450.0,0.2577777777777778,0.0,,0.00051094126,0.0003065647615585476,LOW,standard_monitoring,False
